4digit,10digit,link, commodity_name
3004,3004320035,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320035,"['Single preparation containing mestanolone or methandienone, and their derivatives and struct- ural analogues, put up in measured doses, packi- ngs for retail sale']"
3004,3004320036,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320036,"['Single preparation containing 2α, 17α-dimethyl-5α- androstane-3-ketone -17β-alcohol, and their derivatives, structural analogues, in measured doses, packings for retail sale']"
3004,3004320037,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320037,"['Single preparation containing 17α- meth-yl-17β- hydroxide-4, 9(10)-diolefin-3-ketone, including their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320038,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320038,"['Single preparation containing methyl-1-testosteroneor methylnortestosterone, and their derivatives and structural analogues, in measured doses, packings for retail sale']"
3004,3004320039,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320039,"['Single preparation containing 7α-methyl- 17β- hydroxide -4, 9, 11- triene -3-ketone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320041,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320041,"['Single preparation containing mestanolone or methenolone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320042,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320042,"['Single preparation containing methandriol or methyltestosterone or mibloerone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale Single preparation containing nandrolone or']"
3004,3004320043,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320043,"['Single preparation containing norbolethone or norclostebol, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320044,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320044,"['Single preparation containing 19-norandrostenediol or 19-norandrostenedione, and their derivatives and structural analogues, in measured doses, packings for retail sale']"
3004,3004320045,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320045,"['Single preparation containing norandrosterone or norethandrolone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320046,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320046,"['Single preparation containing19- noretiocholanolone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320047,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320047,"['Single preparation containing oxabolone or oxandrolone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320048,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320048,"['Single preparation containing oxymesterone or oxymetholone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320049,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320049,"['Single preparation containing 17β-hydroxy-5α-androstane [3, 2-c] pyrazole, and their derivatives and structuralanalogues, put up in measured doses, packings for retail sale']"
3004,3004320051,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320051,"['Single preparation containing quinbolone or tibolone or trenbolone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320052,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320052,"['Single preparation containing Stanozolol or stenbolone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320053,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320053,"['Single preparation containing 1-testosterone or testosterone, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320054,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320054,"['Single preparation containing tetrahydrogestrinone or zeranol, and their derivatives and structural analogues, put up in measured doses, packings for retail sale']"
3004,3004320060,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320060,"['Betamethasone Valerate , veterinary, put up in measured doses or in forms of packings for retail sale, including including their derivatives and structural analogues']"
3004,3004320071,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320071,"['Single preparation containing 5- androstene diol (3 β, 17 β), and their derivatives and structuralanalogues, not containing antibiotics, put up in measured doses']"
3004,3004320072,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320072,"['Single preparation containing 4-Androstenedione, and their derivatives and structuralanalogues, not containing antibiotics, put up in measured doses']"
3004,3004320074,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320074,"['Single preparation containing 7α-Hydroxytestosterone, and their derivatives and structuralanalogues, put up in measured doses']"
3004,3004320075,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320075,"['Single preparation containing 7β-Hydroxytestosterone, and their derivatives and structuralanalogues, not containing antibiotics, put up in measured doses']"
3004,3004320076,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320076,"['Single preparation containing 7-Hydroxytestosterone, and their derivatives and structuralanalogues, not containing antibiotics, put up in measured doses']"
3004,3004320077,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320077,"['Single preparation containing etiocholanolone, and their derivatives and structuralanalogues, not containing antibiotics, put up in measured doses']"
3004,3004320078,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320078,"['Single preparation containing 1,4-androstenedione(Androsterone-1,4-diene-3,17-dione), and their derivatives and structuralanalogues, not containing antibiotics, put up in measured doses']"
3004,3004320091,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320091,"['Drugs containing corticosteroid hormone, and their derivatives and structural analogues, not containning antibiotics,  put up in measured doses, packings for retail sale']"
3004,3004320099,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004320099,"['Drugs containing corticosteroid hormone, and their derivatives and structural analogues, not containning antibiotics,  put up in measured doses, packings for retail sale']"
3004,3004390011,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390011,"['Single preparation containing clenbuterol, put up in measured doses, packings for retail sale']"
3004,3004390025,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390025,"['Single preparation containing gonadotrophins, in measured doses, packings for retail sale']"
3004,3004390026,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390026,"['Single preparation containing corticotrophins, in measured doses, packings for retail sale']"
3004,3004390027,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390027,"['Single preparation containing leuprorelin, in measured doses']"
3004,3004390028,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390028,"['Single preparation containing androsterone, in measured doses']"
3004,3004390030,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390030,"['Serum gonadotrophin and chorionic gonadotropin , veterinary, in forms of packings for retail sale']"
3004,3004390091,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390091,"['Other drugs containing hormones or products of heading No.29.37, without antibiotics, put up in measured doses,  packings for retail sale']"
3004,3004390092,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390092,['Other formulations containing follistatin in prescribed doses']
3004,3004390093,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390093,['Other prescribed doses containing maxillin']
3004,3004390094,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390094,"['Inhalation of iloprost solution, tranquilizer injection or recombinant human growth hormone injection (dosed or retail packaged)']"
3004,3004390099,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004390099,"['Other drugs containing hormones or products of heading No.29.37, without antibiotics, put up in measured doses,  packings for retail sale']"
3004,3004410010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004410010,"['Ephedrine Hydrochloride Tablets, ephedrine hydrochloride injection, ephedrine sulfate tablets']"
3004,3004410020,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004410020,"['Other preparations containing ephedrine and its salts,put up in measured doses or in forms or packings for retail sale']"
3004,3004410090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004410090,"['Other drugs containing ephedrine and its salts,put up in measured doses or in forms or packings for retail sale']"
3004,3004420010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004420010,['Pseudoephedrine Hydrochloride Tablets']
3004,3004420020,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004420020,"['Other preparations containing pseudoephedrine and its salts,put up in measured doses or in forms or packings for retail sale']"
3004,3004420090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004420090,"['Other drugs containing pseudoephedrine and its salts,put up in measured doses or in forms or packings for retail sale']"
3004,3004430010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004430010,"['Preparations cathine and its salts, put up in measured doses, packings for retail sale']"
3004,3004430090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004430090,"['Other drugs containing norephedrine and salts, put up in measured doses, packings for retail sale']"
3004,3004490010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490010,"['Medicaments containing quinine or its salts, put up in measured doses, packings for retail sale']"
3004,3004490020,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490020,"['Compound preparations, containing codeine, its derivatives and salts, put up in measured doses, packings for retail sale']"
3004,3004490031,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490031,"['Buprenorphine Transdermal patch,and its salts, put up in measured doses, packings for retail sale']"
3004,3004490039,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490039,"['Other single preparations, containing alkaloids spirit drug and its derivatives, put up in measured doses, packings for retail']"
3004,3004490040,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490040,"['Single preparations, containing alkaloids narcotic drugs and its derivatives, put up in measured doses, packings for retail sale']"
3004,3004490050,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490050,['Morphine and atropine sulfate injection']
3004,3004490061,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490061,['Medicaments containing paracetamol and hydrocodone bitartrate tablet or its salt']
3004,3004490062,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490062,['Medicaments containing ergotamine and caffeine tablet or caffeine and sodium benzoate or its salt']
3004,3004490063,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490063,['Compound Platycodon and Liquorice tablets? put up in measured doses or in forms of packings for retail sale']
3004,3004490070,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490070,['Paracetamol and Dihydrocodeine Tartrate Tablets']
3004,3004490091,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490091,"['Drugs containing other alkaloids or derivatives,put up in measured doses, packings for retail sale']"
3004,3004490092,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490092,"['Tiotropium Bromide Powder for Inhalation, Tiotropium Bromide Spray, Compound Ipratropium Bromide Solution for Inhalation, Ipratropium Bromide Aerosol have already set the dose or made retail packaging.']"
3004,3004490099,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004490099,"['Drugs containing other alkaloids or derivatives,put up in measured doses, packings for retail sale']"
3004,3004500000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004500000,"['Other medicaments containing vitamins or other products of heading No.29.36, put up in measured doses or in forms of packings for retail sale']"
3004,3004601000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004601000,['Containing artemisinins and their derivatives']
3004,3004609010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004609010,"['Medicaments containing sulfa drugs,put up in measured doses, packings for retail sale']"
3004,3004609021,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004609021,"['Medicaments of Chinese style, containing endangered animals or vegetables, put up in measured doses, packings for retail sale']"
3004,3004609029,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004609029,"['Medicaments of Chinese style, containing other composition, put up in measured doses, packings for retail sale']"
3004,3004609030,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004609030,"['Other medicaments of Chinese style, containing endangered animals or vegetables, put up in measured doses, packings for retail sale']"
3004,3004609090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004609090,"['Other medicaments, containing antimalarial active principles described in Subheading Note 2 to this Chapter,put up in measured doses, packings for retail sale']"
3004,3004901000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004901000,"['Medicaments containing sulfa drugs, put up in measured doses or in forms of packings for retail sale']"
3004,3004902000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004902000,"['Containing biphenyl dicarbxybte, put up in measured doses or in forms of packings for retail sale']"
3004,3004905110,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905110,"['Medicated liquors or wines, containing endangered animals or vegetables, put up in measured doses, packings for retail sale']"
3004,3004905190,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905190,"['Medicated liquors or wines, containing other composition, put up in measured doses, packings for retail sale']"
3004,3004905200,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905200,"['Pien Tzu Huang, put up in measured doses or in forms of packings for retail sale']"
3004,3004905310,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905310,"['Bai Yao, conttaining with natural musk, put up in measured doses or in forms of packings for retail sale']"
3004,3004905390,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905390,"['Bai Yao, conttaining with artificial musk, put up in measured doses or in forms of packings for retail sale']"
3004,3004905400,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905400,"['Essential balm, put up in measured doses or in forms of packings for retail sale']"
3004,3004905510,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905510,"['Cow-bezoar bolus for resurrection containing natural musk (put up in measured doses, packing for retail sale)']"
3004,3004905590,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905590,"['Other Cow-bezoar bolus for resurrection (put up in measured doses, packing for retail sale)']"
3004,3004905910,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905910,"['Medicaments of Chinese style, containing endangered animals or vegetables, put up in measured doses, packings for retail sale']"
3004,3004905990,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004905990,"['Medicaments of Chinese style, containing other composition, put up in measured doses, packings for retail sale']"
3004,3004909010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909010,"['Medicaments containing composition of endangered animals or vegetables, without taxinol, put up in measured doses, packings for retail sale']"
3004,3004909020,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909020,"['Medicaments containing taxinol, put up in measured doses, packings for retail sale']"
3004,3004909030,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909030,"['Other single preparations containing narcotic drugs of Chapter 29, put up in measured doses, packings for retail sale']"
3004,3004909041,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909041,"['Compound preparation of Diphenoxylate, put up in measured doses or packings for retail sale']"
3004,3004909049,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909049,"['Other single preparations containing psychotropic substances of Chapter 29, put up in measured doses or packings for retail sale']"
3004,3004909050,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909050,"['Compound preparations containing dextropropoxyphene and its salts, put up in measured doses, packings for retail sale']"
3004,3004909060,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909060,"['Compound camphor tincture (Tincture of opium, camphor, Benzoic acid, oleum anisi stellati), packings for retail sale']"
3004,3004909071,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909071,"['Single preparation, containing androst-4-ene -3α, 17β- diol , 17β-diol, put up in measured doses, packings for retail sale']"
3004,3004909072,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909072,"['Single preparation, containing androst-5-ene -3α, 17α-diol, put up in measured doses, packings for retail sale']"
3004,3004909073,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909073,"['Single preparation, containing androst-5-ene -3α, 17β- diol, put up in measured doses, packings for retail sale']"
3004,3004909074,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909074,"['Single preparation, containing α-androstanediol and androstenediol isomer, put up in measured doses, packings for retail sale']"
3004,3004909075,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909075,"['Single preparation, containing β-androstanediol and androstenediol isomer, put up in measured doses, packings for retail sale']"
3004,3004909077,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909077,"['Single preparation, containing 3β- hydroxyl -5α- androstane -17β-ketone, put up in measured doses, packings for retail sale']"
3004,3004909078,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909078,"['Single preparation, containing zilpaterol, put up in measured doses, packings for retail sale']"
3004,3004909079,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909079,"['Single preparations containing epitestosterone, put up in measured doses or packings for retail sale']"
3004,3004909081,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909081,"['Preparations containing Iron dextran, Tepoxalin and Butafosfan , veterinary, put up in measured doses or in forms of packings for retail sale']"
3004,3004909082,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909082,"['Preparations containing Nitroxinil , Flunixin meglumine and meloxicam , veterinary, put up in measured doses or in forms of packings for retail sale']"
3004,3004909083,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909083,['Single formulations containing 1-epiandrone (3 β - hydroxy-5 α - androsterol-1-ene-17-one) include retail packaging']
3004,3004909091,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909091,"['Medicaments containing FG-4592(CAS NO.:808118-40-3,a hypoxia inducible factor-proline hydroxylase inhibitor), put up in measured doses(including in forms or packings for retail sale)']"
3004,3004909092,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909092,"['Medicaments containing 5α-androstane-2-ene-17-ketone, put up in measured doses(including in forms or packings for retail sale)']"
3004,3004909093,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909093,"['Other medicaments, put up in measured doses(including in forms or packings for retail sale)']"
3004,3004909094,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909094,"['Formula containing 2-androstenol (5a-androsterol-2-ene-17-ol) in prescribed dose ,including retail packaging']"
3004,3004909095,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909095,"['Formula containing 3-androstenol (5alpha-androsterol-3-ene-17-ol) in prescribed dose ,including retail packaging']"
3004,3004909096,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909096,"['Formula containing 3-androstenone (5a-androsterone-3-ene-17-one) in prescribed dose,including retail packaging']"
3004,3004909097,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909097,"['Bosentan Tablets, Antibiotics Tablets, Leoxiguan Tablets, Maxitengtan Tablets, Pifenidone Capsules, Nidanib Ethylsulfonate Soft Capsules, Imidase for Injection, Arabidase Alpha for Injection, Magastat Capsules, Salviate Hydrochloride Tablets, Penicillin T']"
3004,3004909099,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3004909099,"['Other medicaments, put up in measured doses(including in forms or packings for retail sale)']"
3005,3005101000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3005101000,"['Adhesive plasters, put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes']"
3005,3005109000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3005109000,"['Other adhesives dressing and other article having an adhesives lays, impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes']"
3005,3005901000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3005901000,"['Absorbent cotton, gauze, bandages, impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes']"
3005,3005909000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3005909000,"['Other Wadding and similar articles, impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical , dental or veterinary purposes']"
3006,3006100000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006100000,"['Sterile surgical catgut, similar sterile suture materials(including sterile absorbable surgical or dental yarns)and sterile tissue adhesives for surgical wound closure ; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental']"
3006,3006200000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006200000,['Blood-grouping reagents']
3006,3006300000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006300000,['Opacifying preparations for Xray examinations; diagnostic reagents designed to be administered to the patient']
3006,3006400000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006400000,"['Dental cements and other dental fillings, bone reconstruction cements']"
3006,3006500000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006500000,['First-aid boxes and kits']
3006,3006601000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006601000,['Contraceptive preparations based on hormones']
3006,3006609000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006609000,['Other chemical contraceptive preparations based on other products of heading 29.37 or spermicides']
3006,3006700000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006700000,['Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments']
3006,3006910000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006910000,['Appliances identifiable for ostomy use']
3006,3006920000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3006920000,['Waste pharmaceuticals']
3101,3101001100,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3101001100,"['Guano, not chemically treated']"
3101,3101001910,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3101001910,"['Forest litter, not chemically treated, including rotten leaves, rotten roots, bark, leaves, roots and forest humus']"
3101,3101001990,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3101001990,"['Other animal and vegetable fertilizer, not chemically treated']"
3101,3101009010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3101009010,"['Animal or vegetable fertilizer, chemically treated, containing composition of animal origin']"
3101,3101009020,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3101009020,"['Animal or vegetable litter, chemically treated, including rotten leaves, rotten roots, bark, leaves, roots and forest humus']"
3101,3101009090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3101009090,"['Other animal or vegetable fertilizer, chemically treated']"
3102,3102100010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102100010,"['Urea, wether or not in aqueous solution, in-quota']"
3102,3102100090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102100090,"['Urea, whether or not in aqueous solution, out-of- quota']"
3102,3102210000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102210000,['Ammonium sulphate']
3102,3102290000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102290000,['Double salts and mixtures of ammonium sulphate and ammonium nitrate']
3102,3102300000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102300000,"['Ammonium nitrate, whether or not in aqueous solution']"
3102,3102400000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102400000,['Mixtures of ammonium nitrate with calcium carb- onate or other inorganic nonfertilizing substances']
3102,3102500000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102500000,['Sodium nitrate']
3102,3102600000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102600000,['Double salts and mixtures of calcium nitrate and ammonium nitrate']
3102,3102800000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102800000,['Mixtures of Urea and Ammonium nitrate in aqueous or ammoniacal solution']
3102,3102901000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102901000,['Calcium cyanamide']
3102,3102909000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3102909000,"['Other mineral or chemical fertilizers, nitrogenous(including mixtures not specified in the foregoing sub-headings)']"
3103,3103111000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3103111000,['Triple superphosphates（containing Diphosphorus pentaoxide no less than 35% by weight']
3103,3103119000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3103119000,['Other Triple superphosphates（containing Diphosphorus pentaoxide no less than 35% by weight']
3103,3103190000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3103190000,['Other superphosphates']
3103,3103900000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3103900000,"['Other Mineral or chemical fertilizers, phosphatic']"
3104,3104202000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3104202000,['Pure potassiun chloride( containing potassiun choride by weight 99.5% or more)']
3104,3104209000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3104209000,['Other potassiun chloride']
3104,3104300000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3104300000,['Potassium sulphate']
3104,3104901000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3104901000,"['Carnallite, sylvite and other crude natural potassium salts']"
3104,3104909000,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3104909000,"['Other mineral or chemical fertilizers, potassic']"
3105,3105100010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3105100010,"['Ammonium nitrate, in tablets or similar forms or in packages for retail sale, of a gross weight not exceeding 10kg']"
3105,3105100090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3105100090,"['Other goods of the Chapter 31, in tablets or similar forms or in packages for retail sale, of a gross weight not exceeding 10kg']"
3105,3105200010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3105200010,"['Mineral or chemical fertilizers (containing the three fertilizing elements nitrogen, phosphorus and potassium, out-quota)']"
3105,3105200090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3105200090,"['Mineral or chemical fertilizers containing the three fertilizing elements nitrogen, phosphorus and potassium, out-of-quota']"
3105,3105300010,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3105300010,"['Diammonium hydrogenorthophosphate, in-quota']"
3105,3105300090,https://www.transcustoms.com//China_HS_Code/China_HS_code.asp?HS_Code=3105300090,"['Diammonium hydrogenorthophosphate(diamm- onium phosphate), out-of-quota']"
